fiscal_year,posting_date,description,amount,vendor_name,org2_name,cat1_name,cat2_name,fund1_name,fund2_name
2018,2017-09-01,CASH RECEIPTS,7.35,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,244.73,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,20,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,250,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2018,2017-09-05,CASH RECEIPTS,-1.4,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-05,CASH RECEIPTS,-1.25,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-05,CASH RECEIPTS,-0.68,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-05,CASH RECEIPTS,-0.14,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-05,CASH RECEIPTS,0.04,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-05,CASH RECEIPTS,0.77,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-05,CASH RECEIPTS,2.77,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-14,CASH DISBURSEMENTS,138.53,Not Applicable,NA,BUILDING INSPECTOR,BUILDING INSPECTOR,General Fund,NA
2018,2017-09-14,CASH DISBURSEMENTS,1437.28,Not Applicable,NA,BUILDING INSPECTOR,BUILDING INSPECTOR,General Fund,NA
2018,2017-09-14,CASH DISBURSEMENTS,747.66,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2018,2017-09-14,CASH DISBURSEMENTS,400,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-09-14,CASH DISBURSEMENTS,900,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-09-14,CASH DISBURSEMENTS,255.64,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-09-14,CASH DISBURSEMENTS,296.54,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-09-14,CASH DISBURSEMENTS,1383,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,-1.96,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,-1.81,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,-0.92,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,-0.82,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,-0.53,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,-0.5,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,0.26,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,0.54,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,0.61,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,1.27,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,1.5,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,2.62,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,3.56,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,4.41,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-15,CASH RECEIPTS,7.44,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-26,CASH RECEIPTS,-0.68,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-26,CASH RECEIPTS,-0.13,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-26,CASH RECEIPTS,0.82,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-26,CASH RECEIPTS,1.99,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-26,CASH RECEIPTS,3.96,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-26,CASH RECEIPTS,4.2,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-30,CASH DISBURSEMENTS,792,Not Applicable,NA,CEMETERY,Cemetery,General Fund,NA
2018,2017-09-30,CASH DISBURSEMENTS,1459,Not Applicable,NA,CEMETERY,Cemetery,General Fund,NA
2018,2017-09-30,CASH DISBURSEMENTS,10,Not Applicable,NA,Bank Service Charges,Bank Service Charges,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,92.35,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,230.87,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,21.81,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,39.35,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,84.4,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,161.61,Not Applicable,NA,BUILDING INSPECTOR,BUILDING INSPECTOR,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,75.09,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,79.56,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,109.03,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,152.38,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,10.26,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,11.48,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,98.22,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,6.3,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,24.3,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,73.04,Not Applicable,NA,CEMETERY,Cemetery,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,325,Not Applicable,NA,CEMETERY,Cemetery,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,10.26,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,176.17,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,20.04,Not Applicable,NA,HIGHWAY & STREETS,HIGHWAY & STREETS,General Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,97,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,244.73,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,284.34,Not Applicable,NA,Contracted Services,Contracted Services,Water Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,53.57,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2018,2017-10-01,CASH DISBURSEMENTS,20,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2018,2017-10-14,CASH RECEIPTS,-53.16,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-1.68,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-1.66,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-1.4,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-1.38,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-1.2,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-1.19,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-0.94,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-0.88,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-0.66,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-0.64,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-0.56,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-0.53,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-0.47,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-0.26,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-0.19,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-0.07,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,-0.06,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,0.27,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,0.33,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,0.34,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,0.46,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,0.77,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,2.51,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,3.51,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,3.67,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,4.34,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,9.35,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-15,CASH RECEIPTS,9.52,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS - A/P,350.13,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS - A/P,2277.6,Not Applicable,NA,BUILDING INSPECTOR,BUILDING INSPECTOR,General Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS - A/P,674.52,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS - A/P,10.26,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS - A/P,0,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS - A/P,23.05,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS - A/P,0,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS - A/P,10.26,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS - A/P,230.15,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS - A/P,1152.79,Not Applicable,NA,POLICE,POLICE,General Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS,202.86,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-10-16,CASH DISBURSEMENTS - A/P,42.05,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2018,2017-10-25,CASH DISBURSEMENTS,1383,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-10-26,CASH RECEIPTS,0.77,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,92.35,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,230.87,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,80.49,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,281.67,Not Applicable,NA,BUILDING INSPECTOR,BUILDING INSPECTOR,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,476,Not Applicable,NA,MEMBERSHIPS,Memberships,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,39.39,Not Applicable,NA,Other,OTHER,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,152.88,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,325,Not Applicable,NA,CEMETERY,Cemetery,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,0,Not Applicable,NA,CEMETERY  WAGES,CEMETERY  WAGES,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,50,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,75,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,1517.54,Not Applicable,NA,HIGHWAY & STREETS,HIGHWAY & STREETS,General Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,561.41,Not Applicable,NA,WATER SUPPLIES,WATER SUPPLIES,Water Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,244.73,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,231,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2018,2017-10-30,CASH DISBURSEMENTS,2400,Not Applicable,NA,Repairs,REPAIRS,Water Fund,NA
2018,2017-10-31,JOURNAL ENTRIES,-184.7,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-10-31,JOURNAL ENTRIES,184.7,Not Applicable,NA,TREASURER WAGES,TREASURER WAGES,General Fund,NA
2018,2017-10-31,CASH DISBURSEMENTS,100.54,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2018,2017-10-31,CASH DISBURSEMENTS,344.12,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2018,2017-10-31,CASH DISBURSEMENTS,1.2,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-10-31,CASH DISBURSEMENTS,90,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-11-02,CASH RECEIPTS,-1248,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,6.37,Not Applicable,NA,ELECTIONS,ELECTIONS,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,30,Not Applicable,NA,ELECTIONS,ELECTIONS,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,150,Not Applicable,NA,ELECTIONS,ELECTIONS,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,166.81,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,417.06,Not Applicable,NA,Other,OTHER,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,49,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,75.4,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,674.52,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,364.3,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,6797.17,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,3960.81,Not Applicable,NA,POLICE,POLICE,General Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,251.72,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-11-10,CASH DISBURSEMENTS,1383,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-2.5,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-1.66,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-1.4,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-1.38,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-1.11,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-0.94,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-0.83,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-0.81,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-0.76,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-0.74,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-0.7,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-0.6,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-0.47,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,-0.42,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,0.53,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,0.7,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,0.77,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,1.15,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,1.35,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,3.06,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,4.38,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,4.48,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-15,CASH RECEIPTS,4.53,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-11-16,CASH DISBURSEMENTS,150,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-11-16,CASH DISBURSEMENTS,47189.99,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-11-21,CASH DISBURSEMENTS,50,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,129.65,Not Applicable,NA,ELECTIONS,ELECTIONS,General Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,181.22,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,264,Not Applicable,NA,MEMBERSHIPS,Memberships,General Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,75.46,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,10.26,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,21.23,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,24.86,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,0,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,10.76,Not Applicable,NA,FIRE - UTILITIES,FIRE - UTILITIES,General Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,133.8,Not Applicable,NA,FIRE - UTILITIES,FIRE - UTILITIES,General Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,33.61,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2018,2017-11-24,CASH DISBURSEMENTS,20,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2018,2017-11-30,CASH DISBURSEMENTS,230.37,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-11-30,CASH DISBURSEMENTS,92.35,Not Applicable,NA,TREASURER WAGES,TREASURER WAGES,General Fund,NA
2018,2017-11-30,CASH DISBURSEMENTS,30.04,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-11-30,CASH DISBURSEMENTS,91.68,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-11-30,CASH DISBURSEMENTS,9757.35,Not Applicable,NA,Insurance,INSURANCE,General Fund,NA
2018,2017-11-30,CASH DISBURSEMENTS,90,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2018,2017-11-30,JOURNAL ENTRIES,1248,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-11-30,CASH DISBURSEMENTS,62.38,Not Applicable,NA,CEMETERY  WAGES,CEMETERY  WAGES,General Fund,NA
2018,2017-11-30,CASH DISBURSEMENTS,244.73,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2018,2017-12-10,CASH DISBURSEMENTS,60.22,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-12-10,CASH DISBURSEMENTS,692.94,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2018,2017-12-10,CASH DISBURSEMENTS,297.27,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-12-10,CASH DISBURSEMENTS,240.17,Not Applicable,NA,FIRE - MAINTENANCE,FIRE - MAINTENANCE,General Fund,NA
2018,2017-12-10,CASH DISBURSEMENTS,1286,Not Applicable,NA,FIRE - MAINTENANCE,FIRE - MAINTENANCE,General Fund,NA
2018,2017-12-10,CASH DISBURSEMENTS,1375,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-12-18,CASH DISBURSEMENTS,520,Not Applicable,NA,BUILDING INSPECTOR,BUILDING INSPECTOR,General Fund,NA
2018,2017-12-18,CASH DISBURSEMENTS,229.46,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-12-20,CASH DISBURSEMENTS,435,Not Applicable,NA,CEMETERY,Cemetery,General Fund,NA
